,,,,,,,,,,Pass Types,,,,,,,,Corner Kicks,,,Height,,,Body Parts,,,,,Outcomes,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Cmp,Off,Out,Int,Blocks,Matches
2331,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,23,1997,10.2,356,341,15,15,0,37,21,1,0,0,0,0,259,19,78,97,240,13,0,1,295,2,6,4,2,Matches
2332,Manuel Sánchez,es ESP,DF,Osasuna,es La Liga,19,2000,10.8,546,430,116,4,0,71,12,30,1,0,1,0,290,146,110,327,76,25,111,3,402,4,13,16,18,Matches
2333,Manuel Sánchez,es ESP,DF,Atlético Madrid,es La Liga,19,2000,0.5,31,25,6,0,0,8,0,0,0,0,0,0,20,6,5,17,7,1,6,0,24,0,0,0,3,Matches
2334,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,22,1997,27.0,1095,873,222,45,0,63,57,0,0,0,0,0,587,42,466,125,788,1,0,107,784,4,40,4,4,Matches
2335,Jadon Sancho,eng ENG,FWMF,Dortmund,de Bundesliga,20,2000,22.9,1474,1337,137,26,6,199,28,52,69,29,28,2,1143,170,161,175,1223,30,40,1,1160,9,27,56,45,Matches
2336,Alex Sandro,br BRA,DF,Juventus,it Serie A,29,1991,20.6,1426,1299,127,23,0,165,33,45,0,0,0,0,1007,193,226,1123,141,26,104,6,1223,3,20,37,29,Matches
2337,Leroy Sané,de GER,FWMF,Bayern Munich,de Bundesliga,24,1996,20.1,825,779,46,4,1,146,39,54,33,16,11,1,599,106,120,686,104,12,9,8,616,0,19,31,43,Matches
2338,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,29,1990,11.9,683,647,36,36,1,85,19,3,0,0,0,0,489,71,123,129,459,47,0,2,569,1,13,7,7,Matches
2339,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,34,1986,23.2,846,830,16,13,4,191,16,8,0,0,0,0,442,155,249,113,581,87,3,5,573,8,27,30,29,Matches
2340,Mohamed Sankoh,nl NED,FW,Stuttgart,de Bundesliga,16,2003,0.2,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,Matches
2341,Siriki Sanogo,ci CIV,MF,Benevento,it Serie A,18,2001,0.1,8,7,1,0,0,1,0,0,0,0,0,0,7,1,0,6,1,0,1,0,8,0,0,0,0,Matches
2342,Morgan Sanson,fr FRA,MF,Aston Villa,eng Premier League,25,1994,3.3,161,153,8,2,0,34,7,8,6,4,0,0,105,26,30,24,123,10,0,0,122,0,4,3,9,Matches
2343,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,25,1994,9.2,329,315,14,6,0,70,6,13,4,1,3,0,229,57,43,58,250,8,2,4,249,2,5,11,12,Matches
2344,Nicola Sansone,it ITA,FWMF,Bologna,it Serie A,28,1991,13.0,531,477,54,18,2,71,15,22,23,10,9,1,397,60,74,57,451,9,8,3,409,2,8,14,23,Matches
2345,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,25,1995,3.0,156,150,6,6,1,16,4,1,0,0,0,0,129,11,16,6,145,3,0,1,137,0,1,5,2,Matches
2346,Baptiste Santamaria,fr FRA,MF,Freiburg,de Bundesliga,25,1995,24.5,1061,1043,18,14,0,201,33,26,0,0,0,0,684,177,200,83,869,55,2,8,811,4,17,30,42,Matches
2347,Federico Santander,py PAR,FW,Bologna,it Serie A,29,1991,0.4,17,16,1,0,0,6,0,1,0,0,0,0,10,3,4,2,8,4,0,1,12,1,0,0,0,Matches
2348,Davide Santon,it ITA,DF,Roma,it Serie A,29,1991,6.5,295,246,49,4,0,34,8,16,0,0,0,0,188,51,56,45,191,13,45,0,256,0,2,3,5,Matches
2349,Samir Santos,br BRA,DF,Udinese,it Serie A,25,1994,24.6,1307,1190,117,38,1,108,13,17,0,0,0,0,985,115,207,980,176,41,79,3,1136,6,14,14,18,Matches
2350,Riccardo Saponara,it ITA,FW,Fiorentina,it Serie A,28,1991,0.6,42,41,1,0,0,9,0,0,0,0,0,0,34,5,3,12,27,1,1,0,38,0,0,2,0,Matches
2351,Riccardo Saponara,it ITA,FWMF,Spezia,it Serie A,28,1991,4.3,137,134,3,1,1,38,3,5,1,0,0,0,94,18,25,36,93,2,1,0,107,2,1,7,5,Matches
2352,Ivan Šaponjić,rs SRB,FW,Cádiz,es La Liga,22,1997,4.3,80,74,6,0,0,33,0,0,0,0,0,0,48,23,9,5,50,6,0,6,63,0,4,2,2,Matches
2353,Pablo Sarabia,es ESP,FWMF,Paris S-G,fr Ligue 1,28,1992,14.7,640,603,37,6,10,118,16,37,18,12,1,0,494,73,73,512,108,5,11,2,492,2,11,23,26,Matches
2354,Josh Sargent,us USA,FWMF,Werder Bremen,de Bundesliga,20,2000,27.8,611,583,28,1,3,159,2,12,0,0,0,0,372,150,89,111,378,38,6,24,434,2,8,26,26,Matches
2355,Bouna Sarr,gn GUI,DF,Marseille,fr Ligue 1,28,1992,0.8,60,47,13,1,0,3,0,1,0,0,0,0,44,15,1,5,42,1,12,0,55,0,0,2,1,Matches
2356,Bouna Sarr,gn GUI,DF,Bayern Munich,de Bundesliga,28,1992,5.0,385,332,53,7,0,35,3,11,0,0,0,0,283,70,32,44,280,11,46,0,340,1,5,5,7,Matches
2357,Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,24,1996,5.1,216,208,8,6,1,39,18,0,0,0,0,0,127,32,57,154,31,13,2,1,176,0,6,3,2,Matches
2358,Marco Sau,it ITA,MFFW,Benevento,it Serie A,32,1987,8.7,264,218,46,16,0,55,9,16,18,7,9,1,168,32,64,29,219,8,0,1,185,1,2,11,9,Matches
2359,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,24.1,1243,1073,170,52,3,190,94,57,96,32,49,11,605,190,448,159,995,56,8,4,875,5,41,31,38,Matches
2360,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,29,1991,32.8,1727,1674,53,46,1,180,58,2,0,0,0,0,1299,135,293,124,1461,77,7,8,1490,3,21,25,21,Matches
2361,Romaine Sawyers,kn SKN,MF,West Brom,eng Premier League,28,1991,16.5,712,681,31,19,1,89,18,5,0,0,0,0,518,81,113,68,596,28,1,8,605,4,7,10,15,Matches
2362,Gianluca Scamacca,it ITA,FW,Genoa,it Serie A,21,1999,15.0,356,339,17,0,1,84,18,13,0,0,0,0,204,82,70,20,266,29,0,10,239,0,7,12,20,Matches
2363,Dane Scarlett,eng ENG,FW,Tottenham,eng Premier League,16,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2364,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,28,1991,13.8,583,529,54,30,2,65,31,3,0,0,0,0,347,64,172,82,442,25,24,0,453,4,12,12,6,Matches
2365,Aurélien Scheidler,fr FRA,FW,Dijon,fr Ligue 1,22,1998,3.8,76,67,9,0,0,16,1,0,0,0,0,0,52,16,8,7,52,8,0,2,57,0,0,0,2,Matches
2366,Nicolás Schiappacasse,uy URU,MF,Sassuolo,it Serie A,21,1999,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
2367,Pasquale Schiattarella,it ITA,MF,Benevento,it Serie A,33,1987,25.0,1374,1272,102,93,5,200,35,6,0,0,0,0,1002,124,248,165,1138,53,5,4,1116,11,15,27,21,Matches
2368,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,24,1996,20.7,429,399,30,0,0,152,0,5,0,0,0,0,240,115,74,245,64,39,4,18,311,0,3,12,10,Matches
2369,Sven Schipplock,de GER,FWMF,Arminia,de Bundesliga,31,1988,8.3,182,176,6,0,0,52,2,10,0,0,0,0,98,44,40,24,103,27,2,6,100,1,5,14,15,Matches
2370,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,22,1997,29.2,1279,1242,37,29,4,266,35,10,0,0,0,0,903,154,222,786,388,62,5,8,987,14,24,49,37,Matches
2371,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,23,1997,18.4,810,782,28,28,0,89,21,1,0,0,0,0,579,82,149,518,206,52,0,4,668,1,21,11,7,Matches
2372,Nico Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,20,1999,14.3,802,781,21,20,1,126,25,6,1,0,1,0,564,83,155,660,88,38,0,3,654,1,17,16,13,Matches
2373,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,27,1992,15.9,429,415,14,3,1,124,6,27,1,0,0,0,296,57,76,293,76,24,7,2,304,3,3,12,21,Matches
2374,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,33,1986,38.0,1218,867,351,142,0,69,55,0,0,0,0,0,607,74,537,53,945,1,0,165,885,3,56,14,1,Matches
2375,Jonathan Schmid,fr FRA,DFMF,Freiburg,de Bundesliga,30,1990,26.6,1320,1013,307,21,1,177,39,84,3,0,3,0,620,348,352,159,803,59,283,3,1012,4,15,40,42,Matches
2376,Romano Schmid,at AUT,FWMF,Werder Bremen,de Bundesliga,20,2000,13.1,473,460,13,1,0,118,3,15,1,0,0,1,332,69,72,62,385,11,5,3,340,4,15,23,25,Matches
2377,Benno Schmitz,de GER,DF,Köln,de Bundesliga,25,1994,4.6,246,194,52,5,0,26,5,5,0,0,0,0,115,53,78,34,147,15,47,1,178,0,7,11,8,Matches
2378,Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,30,1989,24.4,1614,1565,49,48,0,191,63,7,1,0,0,0,1257,126,231,192,1335,52,0,9,1422,3,20,20,10,Matches
2379,Alessandro Schöpf,at AUT,FWMF,Schalke 04,de Bundesliga,26,1994,10.5,362,333,29,6,1,64,5,6,6,1,3,2,260,67,35,117,216,7,17,1,289,0,4,10,18,Matches
2380,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,23,1997,27.9,1388,1361,27,19,4,175,33,7,2,0,1,1,1048,164,176,87,1197,65,0,7,1204,4,19,26,15,Matches
2381,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,27,1993,6.8,462,400,62,7,0,53,6,16,0,0,0,0,340,76,46,329,66,7,55,2,381,1,6,17,19,Matches
2382,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,28,1992,26.0,918,645,273,53,0,54,20,0,0,0,0,0,544,37,337,137,634,0,1,123,726,7,16,5,1,Matches
2383,Christopher Scott,de GER,FWMF,Bayern Munich,de Bundesliga,18,2002,0.4,8,8,0,0,0,2,0,0,0,0,0,0,6,1,1,3,5,0,0,0,6,0,0,0,1,Matches
2384,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,32,1988,1.7,109,93,16,6,0,11,9,4,10,4,4,1,79,4,26,5,102,2,0,0,85,1,3,2,0,Matches
2385,Simone Scuffet,it ITA,GK,Udinese,it Serie A,24,1996,1.0,28,15,13,5,0,2,2,0,0,0,0,0,7,1,20,1,21,0,0,4,20,0,2,1,0,Matches
2386,Jacopo Segre,it ITA,MF,Torino,it Serie A,23,1997,2.1,107,105,2,1,0,12,4,0,0,0,0,0,91,8,8,8,95,1,1,0,94,0,0,1,1,Matches
2387,Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,25,1995,9.0,223,208,15,0,0,88,2,5,0,0,0,0,87,75,61,8,113,30,0,13,131,3,6,8,11,Matches
2388,Malik Sellouki,fr FRA,FWMF,Nice,fr Ligue 1,20,2000,0.7,30,28,2,0,0,4,2,4,1,0,0,1,19,5,6,22,6,1,1,0,20,0,0,1,2,Matches
2389,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,28,1992,6.0,175,109,66,16,0,15,7,0,0,0,0,0,68,4,103,13,130,0,0,23,110,0,5,1,0,Matches
2390,Nélson Semedo,pt POR,DF,Wolves,eng Premier League,26,1993,33.1,1892,1544,348,21,2,245,25,48,4,1,2,0,1162,419,311,253,1245,48,323,4,1541,4,24,33,74,Matches
2391,Léo Sena,br BRA,MF,Spezia,it Serie A,24,1995,9.8,602,566,36,34,0,90,49,7,1,0,0,0,443,98,61,57,528,9,1,3,532,1,5,21,10,Matches
2392,Stefano Sensi,it ITA,MF,Inter,it Serie A,24,1995,6.7,426,383,43,10,1,57,17,9,26,9,7,0,331,37,58,51,357,11,5,1,351,1,3,9,6,Matches
2393,Jaime Seoane,es ESP,MF,Huesca,es La Liga,23,1997,22.9,881,852,29,21,2,168,47,15,4,2,1,0,582,129,170,98,700,52,1,8,677,3,26,17,39,Matches
2394,Luigi Sepe,it ITA,GK,Parma,it Serie A,29,1991,36.0,1445,1068,377,107,0,76,33,0,0,0,0,0,715,81,649,948,254,1,0,181,1133,6,22,6,2,Matches
2395,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,23,1997,21.7,612,593,19,10,0,148,13,8,1,0,0,0,448,93,71,59,519,18,2,4,468,4,12,33,24,Matches
2396,Jean Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29,1991,7.9,518,498,20,20,1,90,17,4,0,0,0,0,420,47,51,53,443,13,0,1,456,1,7,14,7,Matches
2397,Femi Seriki,eng ENG,DF,Sheffield Utd,eng Premier League,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
2398,Ryan Sessegnon,eng ENG,DF,Hoffenheim,de Bundesliga,20,2000,17.5,934,780,154,10,0,108,18,53,0,0,0,0,565,189,180,661,88,28,144,1,727,3,20,32,34,Matches
2399,Nils Seufert,de GER,MFFW,Arminia,de Bundesliga,23,1997,3.8,154,146,8,5,0,31,1,2,2,0,2,0,105,29,20,26,114,9,1,0,125,0,2,2,5,Matches
2400,Edgar Sevikyan,ru RUS,MF,Levante,es La Liga,18,2001,0.1,5,5,0,0,0,1,1,1,0,0,0,0,2,0,3,3,1,1,0,0,3,0,1,1,0,Matches
2401,Stephan El Shaarawy,it ITA,FWMF,Roma,it Serie A,27,1992,6.4,240,234,6,2,1,45,3,10,1,0,0,0,166,46,28,16,208,8,3,3,186,0,3,10,15,Matches
2402,Jamie Shackleton,eng ENG,MFDF,Leeds United,eng Premier League,20,1999,5.1,206,186,20,2,0,30,3,2,0,0,0,0,150,40,16,46,133,4,18,1,182,1,3,1,6,Matches
2403,Xherdan Shaqiri,ch SUI,MFFW,Liverpool,eng Premier League,28,1991,6.2,426,402,24,2,3,47,9,11,13,7,2,1,318,51,57,302,103,11,6,1,356,1,5,9,13,Matches
2404,Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,34,1986,8.2,123,111,12,1,1,28,0,7,0,0,0,0,83,19,21,14,88,4,1,5,86,2,3,3,9,Matches
2405,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25,1995,29.5,2015,1620,395,32,3,261,60,92,95,40,41,8,1329,336,350,1564,105,51,268,3,1645,8,16,46,71,Matches
2406,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,28,1992,29.1,1418,1275,143,83,6,211,137,37,47,17,16,7,776,170,472,157,1175,59,1,6,1047,2,30,30,22,Matches
2407,Eldor Shomurodov,uz UZB,FW,Genoa,it Serie A,25,1995,18.6,483,470,13,1,1,151,11,14,0,0,0,0,306,104,73,84,316,35,0,7,342,1,13,14,32,Matches
2408,Shola Shoretire,eng ENG,FW,Manchester Utd,eng Premier League,16,2004,0.1,8,8,0,0,0,2,0,0,0,0,0,0,6,2,0,1,6,0,0,0,6,0,0,0,1,Matches
2409,Mahame Siby,fr FRA,MFFW,Strasbourg,fr Ligue 1,24,1996,0.2,12,12,0,0,0,1,0,0,0,0,0,0,10,0,2,4,8,0,0,0,9,0,0,0,1,Matches
2410,Abdoulaye Sidibé,fr FRA,MF,Saint-Étienne,fr Ligue 1,18,2002,0.1,2,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,Matches
2411,Djibril Sidibé,fr FRA,DF,Monaco,fr Ligue 1,28,1992,22.0,1826,1503,323,79,7,149,49,40,33,18,13,0,1272,229,325,211,1344,44,211,3,1522,5,24,41,27,Matches
2412,Sidnei,br BRA,DF,Betis,es La Liga,30,1989,7.7,510,496,14,13,0,60,14,0,0,0,0,0,399,32,79,93,388,16,0,4,462,0,5,2,4,Matches
2413,Kaj Sierhuis,nl NED,FW,Reims,fr Ligue 1,22,1998,7.2,168,159,9,1,0,32,6,8,0,0,0,0,106,30,32,29,108,14,0,6,110,3,5,6,8,Matches
2414,Tim Siersleben,de GER,DF,Wolfsburg,de Bundesliga,20,2000,0.4,21,20,1,0,0,2,0,0,0,0,0,0,18,2,1,15,4,1,1,0,20,0,0,0,0,Matches
2415,Gylfi Sigurðsson,is ISL,MF,Everton,eng Premier League,30,1989,25.0,947,822,125,37,3,154,35,31,58,32,20,5,682,104,161,183,729,24,3,1,749,5,8,20,25,Matches
2416,Luca Siligardi,it ITA,MF,Crotone,it Serie A,32,1988,0.5,22,22,0,0,0,5,0,0,0,0,0,0,15,2,5,18,4,0,0,0,17,0,0,0,0,Matches
2417,Luca Siligardi,it ITA,FW,Parma,it Serie A,32,1988,0.4,22,19,3,1,0,4,0,1,1,0,0,1,13,5,4,18,4,0,0,0,15,0,0,0,3,Matches
2418,Adrien Silva,pt POR,MF,Sampdoria,it Serie A,31,1989,17.8,959,908,51,46,0,130,57,9,3,0,1,0,687,110,162,185,724,36,2,6,839,1,5,19,10,Matches
2419,André Silva,pt POR,FW,Eint Frankfurt,de Bundesliga,24,1995,30.7,788,716,72,3,1,270,8,18,0,0,0,0,520,159,109,89,559,51,10,24,584,4,7,28,32,Matches
2420,Bernardo Silva,pt POR,MFFW,Manchester City,eng Premier League,25,1994,22.9,1427,1359,68,14,1,193,26,27,22,2,5,2,1130,155,142,1271,96,26,24,3,1280,5,11,16,28,Matches
2421,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,23,1997,26.3,1500,1209,291,25,2,163,20,66,3,2,0,0,927,256,317,1049,139,33,263,2,1186,2,17,38,41,Matches
2422,David Silva,es ESP,MF,Real Sociedad,es La Liga,34,1986,15.5,872,838,34,23,9,100,24,12,6,4,2,0,634,117,121,724,103,29,3,2,728,11,11,23,25,Matches
2423,Fábio Silva,pt POR,FW,Wolves,eng Premier League,18,2002,15.2,306,284,22,0,0,88,3,6,0,0,0,0,192,70,44,19,242,18,1,6,227,0,7,16,11,Matches
2424,Florent da Silva,fr FRA,FW,Lyon,fr Ligue 1,17,2003,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Matches
2425,Gabriel Silva,br BRA,DF,Saint-Étienne,fr Ligue 1,29,1991,3.9,230,184,46,5,0,18,5,7,0,0,0,0,133,42,55,139,38,7,41,2,192,0,3,1,7,Matches
2426,Gastón Silva,uy URU,DF,Huesca,es La Liga,26,1994,6.7,325,305,20,17,0,37,13,1,0,0,0,0,244,38,43,255,59,5,3,0,282,0,10,5,3,Matches
2427,Rui Silva,pt POR,GK,Granada,es La Liga,26,1994,32.0,1075,679,396,130,0,65,20,0,0,0,0,0,283,17,775,717,181,1,0,68,591,6,43,7,3,Matches
2428,Thiago Silva,br BRA,DF,Chelsea,eng Premier League,35,1984,21.5,1871,1828,43,39,3,112,47,1,0,0,0,0,1531,147,193,200,1577,66,4,7,1749,5,13,12,8,Matches
2429,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,29,1991,34.0,1002,652,350,75,0,56,4,0,0,0,0,0,223,23,756,58,787,0,0,79,447,2,27,7,4,Matches
2430,Mohamed Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,20,2000,17.9,852,785,67,21,3,87,50,10,0,0,0,0,592,104,156,55,713,24,46,3,705,1,12,12,12,Matches
2431,Giovanni Simeone,ar ARG,FW,Cagliari,it Serie A,25,1995,19.3,343,302,41,0,0,75,2,9,0,0,0,0,243,62,38,27,266,24,0,9,253,1,5,9,15,Matches
2432,Moses Simon,ng NGA,FWMF,Nantes,fr Ligue 1,25,1995,25.8,731,655,76,16,2,132,29,80,46,30,13,1,437,125,169,148,511,41,12,3,474,4,15,28,46,Matches
2433,Unai Simón,es ESP,GK,Athletic Club,es La Liga,23,1997,37.0,1063,694,369,104,0,41,29,0,0,0,0,0,470,53,540,75,746,1,0,201,750,0,32,7,1,Matches
2434,Xavi Simons,nl NED,MF,Paris S-G,fr Ligue 1,17,2003,0.0,8,8,0,0,0,1,1,0,0,0,0,0,7,0,1,0,8,0,0,0,6,0,0,0,1,Matches
2435,Jóan Símun Edmundsson,fo FRO,MFFW,Arminia,de Bundesliga,29,1991,0.6,15,14,1,0,0,6,1,0,1,0,0,0,10,2,3,13,2,0,0,0,11,0,2,1,1,Matches
2436,Wilfried Singo,ci CIV,DF,Torino,it Serie A,19,2000,20.6,959,773,186,16,1,143,25,60,0,0,0,0,534,225,200,71,645,46,170,1,736,0,13,18,34,Matches
2437,Daley Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,25,1995,17.4,1291,1112,179,9,4,157,17,19,1,0,1,0,879,213,199,869,204,37,169,4,1059,2,21,27,39,Matches
2438,Dimitris Siovas,gr GRE,DF,Huesca,es La Liga,31,1988,34.1,1830,1738,92,77,0,228,37,12,1,1,0,0,1286,143,401,1464,189,96,6,6,1515,8,47,20,8,Matches
2439,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,32,1988,3.8,147,88,59,13,0,14,5,0,0,0,0,0,60,4,83,9,115,0,0,12,96,3,4,1,0,Matches
2440,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,33,1987,32.0,1012,624,388,118,0,53,11,0,0,0,0,0,462,36,514,79,773,0,1,106,708,1,14,5,4,Matches
2441,Issouf Sissokho,ml MLI,MF,Bordeaux,fr Ligue 1,18,2002,0.9,44,44,0,0,0,4,1,0,0,0,0,0,41,1,2,3,40,1,0,0,41,0,1,1,0,Matches
2442,Ibrahima Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,22,1997,28.7,1162,1144,18,12,2,193,43,22,1,0,0,0,809,145,208,179,887,47,5,8,941,3,18,20,32,Matches
2443,Moussa Sissoko,fr FRA,MF,Tottenham,eng Premier League,30,1989,17.6,792,745,47,10,1,86,19,10,0,0,0,0,580,96,116,67,629,42,37,5,666,0,7,20,13,Matches
2444,Nelson Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,23,1997,5.3,280,216,64,9,0,38,14,6,0,0,0,0,151,59,70,28,182,6,55,3,208,0,7,7,10,Matches
2445,Antonio Sivera,es ESP,GK,Alavés,es La Liga,23,1996,0.8,22,14,8,1,0,0,0,0,0,0,0,0,6,0,16,0,19,0,0,1,10,0,0,0,1,Matches
2446,Jacques Siwe,fr FRA,FW,Dijon,fr Ligue 1,19,2001,1.9,34,32,2,0,0,7,0,0,0,0,0,0,23,7,4,18,11,4,0,0,23,0,0,1,4,Matches
2447,Ellyes Skhiri,tn TUN,MF,Köln,de Bundesliga,25,1995,30.9,1514,1432,82,75,4,240,38,4,0,0,0,0,1082,189,243,168,1232,69,6,7,1318,3,17,26,16,Matches
2448,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,29,1991,28.0,966,683,283,55,0,41,28,0,0,0,0,0,592,52,322,112,663,0,0,163,749,4,17,8,6,Matches
2449,Andreas Skov Olsen,dk DEN,FWDF,Bologna,it Serie A,20,1999,13.1,555,520,35,5,0,71,18,39,25,17,1,3,393,69,93,351,167,22,5,3,419,2,10,18,19,Matches
2450,Robert Skov,dk DEN,FWDF,Hoffenheim,de Bundesliga,24,1996,12.9,518,449,69,13,1,87,34,39,30,16,7,0,301,85,132,401,49,24,26,8,360,2,22,10,28,Matches
2451,Milan Škriniar,sk SVK,DF,Inter,it Serie A,25,1995,30.9,2193,2115,78,58,0,174,28,3,0,0,0,0,1868,167,158,276,1792,76,19,9,2027,2,14,39,16,Matches
2452,Steven Skrzybski,de GER,FWDF,Schalke 04,de Bundesliga,27,1992,4.7,127,116,11,0,0,19,3,8,0,0,0,0,66,26,35,12,95,5,11,2,76,1,4,4,12,Matches
2453,Petar Škuletić,rs SRB,FWMF,Montpellier,fr Ligue 1,30,1990,2.6,72,67,5,0,0,20,2,2,0,0,0,0,31,25,16,29,15,10,0,4,41,0,0,2,4,Matches
2454,Islam Slimani,dz ALG,FW,Leicester City,eng Premier League,32,1988,0.2,11,10,1,0,0,4,0,1,0,0,0,0,5,5,1,1,8,0,0,0,8,0,0,0,0,Matches
2455,Islam Slimani,dz ALG,FW,Lyon,fr Ligue 1,32,1988,6.4,245,233,12,1,1,49,2,7,0,0,0,0,172,49,24,42,171,15,3,5,182,0,5,15,13,Matches
2456,William Smallbone,ie IRL,MF,Southampton,eng Premier League,20,2000,1.9,78,78,0,0,0,18,5,2,0,0,0,0,52,10,16,15,58,2,0,1,64,0,2,0,2,Matches
2457,Chris Smalling,eng ENG,DF,Roma,it Serie A,30,1989,12.3,664,641,23,20,0,44,13,0,0,0,0,0,531,59,74,45,561,39,1,1,613,0,5,3,3,Matches
2458,Emile Smith-Rowe,eng ENG,MFFW,Arsenal,eng Premier League,20,2000,16.0,724,711,13,5,1,103,5,19,0,0,0,0,631,58,35,148,547,18,4,1,635,1,1,12,22,Matches
2459,Robert Snodgrass,sct SCO,MFFW,West Brom,eng Premier League,32,1987,5.8,133,132,1,0,0,28,1,5,0,0,0,0,85,19,29,100,17,8,0,2,105,1,1,3,0,Matches
2460,Robert Snodgrass,sct SCO,FWDF,West Ham,eng Premier League,32,1987,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,Matches
2461,Cédric Soares,pt POR,DF,Arsenal,eng Premier League,28,1991,8.3,463,377,86,16,0,54,9,29,0,0,0,0,278,96,89,53,312,19,70,3,351,1,12,14,19,Matches
2462,Rafa Soares,pt POR,DF,Eibar,es La Liga,25,1995,12.6,702,520,182,14,0,72,20,44,1,0,1,0,259,196,247,462,28,36,167,3,490,4,20,16,24,Matches
2463,Rubén Sobrino,es ESP,MFFW,Valencia,es La Liga,28,1992,0.5,23,23,0,0,0,7,1,1,0,0,0,0,19,3,1,3,20,0,0,0,17,0,0,3,2,Matches
2464,Rubén Sobrino,es ESP,FWMF,Cádiz,es La Liga,28,1992,12.4,257,250,7,1,1,70,5,7,0,0,0,0,175,43,39,30,187,21,1,4,187,2,6,11,6,Matches
2465,Simon Sohm,ch SUI,MF,Parma,it Serie A,19,2001,10.0,432,421,11,5,1,67,14,2,4,1,1,1,324,49,59,91,312,22,0,0,370,0,4,15,5,Matches
2466,Augusto Solari,ar ARG,MF,Celta Vigo,es La Liga,28,1992,5.4,202,197,5,0,0,34,8,17,3,0,3,0,126,32,44,5,180,6,2,1,145,1,7,5,8,Matches
2467,Roberto Soldado,es ESP,FW,Granada,es La Liga,35,1985,16.0,347,311,36,1,0,80,6,16,0,0,0,0,191,87,69,33,252,29,1,10,216,8,8,17,27,Matches
2468,Carlos Soler,es ESP,MF,Valencia,es La Liga,23,1997,30.4,1577,1372,205,90,4,177,85,26,111,43,34,6,1092,133,352,151,1368,31,4,11,1286,14,21,23,23,Matches
2469,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,31,1988,30.1,1239,968,271,60,0,113,32,0,0,0,0,0,800,59,380,283,797,0,0,125,1010,5,11,6,2,Matches
2470,Son,es ESP,DF,Levante,es La Liga,26,1994,12.3,637,499,138,12,1,83,23,42,5,2,2,0,331,179,127,63,425,19,121,3,485,0,9,17,28,Matches
2471,Brandon Soppy,fr FRA,DF,Rennes,fr Ligue 1,18,2002,6.2,406,339,67,5,0,32,6,14,0,0,0,0,278,71,57,19,315,7,62,0,323,0,10,10,12,Matches
